station name: LODI WWTP,,,,,,,,,,
station identifier: 474790,,,,,,,,,,
key: T=trace | M=missing | blank=unknown,,,,,,,,,,
,maximum,minimum,precipitation,snowfall,snow depth,time of,time of,time of,time of,time of
7/17/08,91,66,0,0,0,8,8,8,0,8
7/18/08,91,66,0.11,0,0,8,8,8,0,8
7/19/08,85,69,0.12,0,0,8,8,8,0,8
7/20/08,86,68,0.37,0,0,8,8,8,0,8
7/21/08,85,65,0,0,0,8,8,8,0,8
7/22/08,82,58,0,0,0,8,8,8,0,8
7/23/08,79,53,0,0,0,8,8,8,0,8
7/24/08,81,54,0,0,0,8,8,8,0,8
7/25/08,82,58,0,0,0,8,8,8,0,8
7/26/08,80,59,T,0,0,8,8,8,0,8
7/27/08,79,55,0,0,0,8,8,8,0,8
7/28/08,82,58,0,0,0,8,8,8,0,8
7/29/08,88,62,0,0,0,8,8,8,0,8
7/30/08,88,62,T,0,0,8,8,8,0,8
7/31/08,86,59,0,0,0,8,8,8,0,8
8/1/08,84,61,0,0,0,8,8,8,0,8
8/2/08,87,53,0,0,0,8,8,8,0,8
8/3/08,85,59,0,0,0,8,8,8,0,8
8/4/08,85,59,0.88,0,0,8,8,8,0,8
8/5/08,82,65,0.45,0,0,8,8,8,0,8
8/6/08,85,56,0,0,0,8,8,8,0,8
8/7/08,85,55,0.1,0,0,8,8,8,0,8
8/8/08,78,52,0,0,0,8,8,8,0,8
8/9/08,77,54,0,0,0,8,8,8,0,8
8/10/08,81,48,0.15,0,0,8,8,8,0,8
8/11/08,75,49,0,0,0,8,8,8,0,8
8/12/08,80,53,0,0,0,8,8,8,0,8
8/13/08,79,58,0,0,0,8,8,8,0,8
8/14/08,77,55,0.79,0,0,8,8,8,0,8
8/15/08,79,52,0,0,0,8,8,8,0,8
8/16/08,78,50,0,0,0,8,8,8,0,8
8/17/08,80,53,0,0,0,8,8,8,0,8
8/18/08,85,59,0,0,0,8,8,8,0,8
8/19/08,86,61,0,0,0,8,8,8,0,8
8/20/08,81,57,0,0,0,8,8,8,0,8
8/21/08,85,60,0,0,0,8,8,8,0,8
8/22/08,80,63,0.1,0,0,8,8,8,0,8
8/23/08,84,69,0.21,0,0,8,8,8,0,8
8/24/08,81,52,0,0,0,8,8,8,0,8
8/25/08,75,48,0,0,0,8,8,8,0,8
8/26/08,77,46,0,0,0,8,8,8,0,8
8/27/08,79,47,0,0,0,8,8,8,0,8
8/28/08,82,48,0.15,0,0,8,8,8,0,8
8/29/08,82,56,0.14,0,0,8,8,8,0,8
8/30/08,81,51,0,0,0,8,8,8,0,8
8/31/08,87,53,0,0,0,8,8,8,0,8
9/1/08,89,53,0,0,0,8,8,8,0,8
9/2/08,90,62,0,0,0,8,8,8,0,8
9/3/08,92,59,0.05,0,0,8,8,8,0,8
9/4/08,92,55,0.2,0,0,8,8,8,0,8
9/5/08,57,53,0.87,0,0,8,8,8,0,8
9/6/08,71,53,0.05,0,0,8,8,8,0,8
9/7/08,69,48,0,0,0,8,8,8,0,8
9/8/08,71,48,0.04,0,0,8,8,8,0,8
9/9/08,58,40,0.11,0,0,8,8,8,0,8
9/10/08,67,40,0,0,0,8,8,8,0,8
9/11/08,72,40,0,0,0,8,8,8,0,8
9/12/08,73,56,0.14,0,0,8,8,8,0,8
9/13/08,71,63,0.32,0,0,8,8,8,0,8
9/14/08,77,58,0.19,0,0,8,8,8,0,8
9/15/08,62,51,0.24,0,0,8,8,8,0,8
9/16/08,63,41,0,0,0,8,8,8,0,8
9/17/08,75,42,0,0,0,8,8,8,0,8
9/18/08,78,46,0,0,0,8,8,8,0,8
9/19/08,78,47,0,0,0,8,8,8,0,8
9/20/08,79,47,0,0,0,8,8,8,0,8
9/21/08,81,54,0,0,0,8,8,8,0,8
9/22/08,82,54,0,0,0,8,8,8,0,8
9/23/08,80,57,0,0,0,8,8,8,0,8
9/24/08,82,58,0.18,0,0,8,8,8,0,8
9/25/08,77,44,0.05,0,0,8,8,8,0,8
9/26/08,81,45,0,0,0,8,8,8,0,8
9/27/08,83,49,0,0,0,8,8,8,0,8
9/28/08,78,55,0,0,0,8,8,8,0,8
9/29/08,64,51,0,0,0,8,8,8,0,8
9/30/08,64,47,0.05,0,0,8,8,8,0,8
10/1/08,55,41,0,0,0,8,8,8,0,8
10/2/08,56,34,0,0,0,8,8,8,0,8
10/3/08,61,33,0.1,0,0,8,8,8,0,8
10/4/08,57,29,0,0,0,8,8,8,0,8
10/5/08,63,29,0,0,0,8,8,8,0,8
10/6/08,55,40,0.36,0,0,8,8,8,0,8
10/7/08,71,53,0,0,0,8,8,8,0,8
10/8/08,71,52,0.95,0,0,8,8,8,0,8
10/9/08,66,39,0,0,0,8,8,8,0,8
10/10/08,66,35,0,0,0,8,8,8,0,8
10/11/08,73,35,0,0,0,8,8,8,0,8
10/12/08,80,47,0,0,0,8,8,8,0,8
10/13/08,85,62,0,0,0,8,8,8,0,8
10/14/08,74,41,0.08,0,0,8,8,8,0,8
10/15/08,60,42,0.11,0,0,8,8,8,0,8
10/16/08,60,33,0.17,0,0,8,8,8,0,8
10/17/08,57,32,0,0,0,8,8,8,0,8
10/18/08,51,34,0.07,0,0,8,8,8,0,8
10/19/08,59,37,0,0,0,8,8,8,0,8
10/20/08,64,42,T,0,0,8,8,8,0,8
10/21/08,59,28,0.05,0,0,8,8,8,0,8
10/22/08,55,28,0,0,0,8,8,8,0,8
10/23/08,52,31,0,0,0,8,8,8,0,8
10/24/08,56,40,0.33,0,0,8,8,8,0,8
10/25/08,56,40,0.11,0,0,8,8,8,0,8
10/26/08,53,42,0,0,0,8,8,8,0,8
10/27/08,51,35,T,0,0,8,8,8,0,8
10/28/08,40,24,T,0,0,8,8,8,0,8
10/29/08,46,24,0,0,0,8,8,8,0,8
10/30/08,52,24,0,0,0,8,8,8,0,8
10/31/08,66,33,0,0,0,8,8,8,0,8
11/1/08,71,38,0,0,0,8,8,8,0,8
11/2/08,71,35,0,0,0,8,8,8,0,8
11/3/08,64,44,T,0,0,8,8,8,0,8
11/4/08,74,46,0,0,0,8,8,8,0,8
11/5/08,74,52,0,0,0,8,8,8,0,8
11/6/08,71,52,0,0,0,8,8,8,0,8
11/7/08,59,38,0.3,0,0,8,8,8,0,8
11/8/08,44,34,0.16,0,0,8,8,8,0,8
11/9/08,40,30,0.04,0,0,8,8,8,0,8
11/10/08,32,22,T,0,0,8,8,8,0,8
11/11/08,34,18,0,0,0,8,8,8,0,8
11/12/08,39,23,0.3,0,0,8,8,8,0,8
11/13/08,44,39,0.09,0,0,8,8,8,0,8
11/14/08,52,39,0.36,0,0,8,8,8,0,8
11/15/08,45,35,0,0,0,8,8,8,0,8
11/16/08,38,28,0,0,0,8,8,8,0,8
11/17/08,34,26,0,0,0,8,8,8,0,8
11/18/08,35,17,T,T,T,8,8,8,0,8
11/19/08,33,17,0,0,0,8,8,8,0,8
11/20/08,43,28,0,0,0,8,8,8,0,8
11/21/08,30,13,0,0,0,8,8,8,0,8
11/22/08,26,12,0,0,0,8,8,8,0,8
11/23/08,32,20,0,0,0,8,8,8,0,8
11/24/08,40,23,0.3,4,4,8,8,8,0,8
11/25/08,40,23,0,0,3,8,8,8,0,8
11/26/08,36,10,0,0,2,8,8,8,0,8
11/27/08,40,10,0,0,1,8,8,8,0,8
11/28/08,40,17,0,0,T,8,8,8,0,8
11/29/08,42,14,0,0,T,8,8,8,0,8
11/30/08,43,14,0,0,M,8,8,8,0,8
12/1/08,35,24,0.28,M,M,8,8,8,0,8
12/2/08,35,5,0,0,3,8,8,8,0,8
12/3/08,33,12,0,0,3,8,8,8,0,8
12/4/08,32,-1,0.15,1.5,4,8,8,8,0,8
12/5/08,20,1,0,0,4,8,8,8,0,8
12/6/08,28,1,0.15,2,6,8,8,8,0,8
12/7/08,26,-5,0,0,5,8,8,8,0,8
12/8/08,19,-4,0.05,0.5,5,8,8,8,0,8
12/9/08,26,19,0.68,4,9,8,8,8,0,8
12/10/08,28,-2,0.12,1,9,8,8,8,0,8
12/11/08,22,-2,0,0,8,8,8,8,0,8
12/12/08,28,4,0,0,7,8,8,8,0,8
12/13/08,30,-3,0,0,7,8,8,8,0,8
12/14/08,38,29,T,0,5,8,8,8,0,8
12/15/08,44,-2,0.25,0,3,8,8,8,0,8
12/16/08,8,-5,0,0,2,8,8,8,0,8
12/17/08,8,-10,0.25,5,7,8,8,8,0,8
12/18/08,14,-7,T,T,7,8,8,8,0,8
12/19/08,22,-7,0.93,7.6,14,8,8,8,0,8
12/20/08,26,10,0.05,0.5,14,8,8,8,0,8
12/21/08,26,-10,0.19,4,16,8,8,8,0,8
12/22/08,2,-10,0,0,15,8,8,8,0,8
12/23/08,14,-10,0.42,1.5,16,8,8,8,0,8
12/24/08,29,13,0.09,1,16,8,8,8,0,8
12/25/08,30,-11,0.1,0.8,16,8,8,8,0,8
12/26/08,30,-10,0.11,0.4,13,8,8,8,0,8
12/27/08,48,29,0.05,0,8,8,8,8,0,8
12/28/08,48,17,0.52,2,7,8,8,8,0,8
12/29/08,28,11,0,0,6,8,8,8,0,8
12/30/08,39,21,0,0,6,8,8,8,0,8
12/31/08,27,0,0.09,1.5,8,8,8,8,0,8
1/1/09,19,-3,0,0,8,8,8,8,0,8
1/2/09,27,12,T,T,8,8,8,8,0,8
1/3/09,18,1,0,0,8,8,8,8,0,8
1/4/09,32,1,0.12,0,6,8,8,8,0,8
1/5/09,31,-1,0,0,5,8,8,8,0,8
1/6/09,29,0,0,0,5,8,8,8,0,8
1/7/09,31,17,0,0,5,8,8,8,0,8
1/8/09,25,10,T,T,5,8,8,8,0,8
1/9/09,19,2,0.13,1.2,6,8,8,8,0,8
1/10/09,19,12,0.08,0.7,6,8,8,8,0,8
1/11/09,19,-2,0,0,6,8,8,8,0,8
1/12/09,20,-5,0,0,5,8,8,8,0,8
1/13/09,19,-3,0.22,4,9,8,8,8,0,8
1/14/09,5,-12,0.06,0.7,10,8,8,8,0,8
1/15/09,9,-14,T,T,10,8,8,8,0,8
1/16/09,0,-26,0,0,10,8,8,8,0,8
1/17/09,12,-27,T,T,10,8,8,8,0,8
1/18/09,22,4,T,T,10,8,8,8,0,8
1/19/09,17,-3,T,T,10,8,8,8,0,8
1/20/09,20,-4,T,T,10,8,8,8,0,8
1/21/09,20,-5,0,0,10,8,8,8,0,8
1/22/09,25,8,0,0,10,8,8,8,0,8
1/23/09,29,7,0,0,10,8,8,8,0,8
1/24/09,27,-5,T,T,10,8,8,8,0,8
1/25/09,11,-4,0,0,10,8,8,8,0,8
1/26/09,14,-7,0,0,10,8,8,8,0,8
1/27/09,13,-10,0,0,10,8,8,8,0,8
1/28/09,14,-10,0,0,10,8,8,8,0,8
1/29/09,20,-9,0,0,10,8,8,8,0,8
1/30/09,24,-9,0,0,10,8,8,8,0,8
1/31/09,20,-4,0,0,10,8,8,8,0,8
2/1/09,41,20,0,0,10,8,8,8,0,8
2/2/09,38,19,0,0,9,8,8,8,0,8
2/3/09,25,1,T,T,9,8,8,8,0,8
2/4/09,15,-1,0,0,9,8,8,8,0,8
2/5/09,16,-3,0,0,9,8,8,8,0,8
2/6/09,30,4,0,0,9,8,8,8,0,8
2/7/09,48,3,0,0,7,8,8,8,0,8
2/8/09,48,22,0,0,5,8,8,8,0,8
2/9/09,43,24,0,0,5,8,8,8,0,8
2/10/09,47,30,0.06,0,2,8,8,8,0,8
2/11/09,55,31,0,0,1,8,8,8,0,8
2/12/09,40,32,0,0,1,8,8,8,0,8
2/13/09,40,24,0,0,0,8,8,8,0,8
2/14/09,29,21,0.11,1,1,8,8,8,0,8
2/15/09,33,12,0,0,T,8,8,8,0,8
2/16/09,33,6,0,0,0,8,8,8,0,8
2/17/09,35,6,0,0,0,8,8,8,0,8
2/18/09,41,26,0.07,1,1,8,8,8,0,8
2/19/09,34,6,T,T,1,8,8,8,0,8
2/20/09,22,4,0,0,1,8,8,8,0,8
2/21/09,29,4,0.19,3,4,8,8,8,0,8
2/22/09,25,9,0.2,2,6,8,8,8,0,8
2/23/09,23,-8,0,0,6,8,8,8,0,8
2/24/09,26,-8,0,0,5,8,8,8,0,8
2/25/09,39,18,0,0,4,8,8,8,0,8
2/26/09,50,26,0,0,1,8,8,8,0,8
2/27/09,50,15,0.83,T,T,8,8,8,0,8
2/28/09,22,7,0,0,T,8,8,8,0,8
3/1/09,26,7,0,0,T,8,8,8,0,8
3/2/09,20,4,0,0,0,8,8,8,0,8
3/3/09,25,5,0,0,0,8,8,8,0,8
3/4/09,30,6,0,0,0,8,8,8,0,8
3/5/09,45,27,0,0,0,8,8,8,0,8
3/6/09,59,34,0,0,0,8,8,8,0,8
3/7/09,59,27,0.58,0,0,8,8,8,0,8
3/8/09,41,31,0.26,0,0,8,8,8,0,8
3/9/09,33,19,1.17,4,3,8,8,8,0,8
3/10/09,42,18,0.41,0,0,8,8,8,0,8
3/11/09,49,10,0.08,0,0,8,8,8,0,8
3/12/09,24,5,0,0,0,8,8,8,0,8
3/13/09,27,5,0,0,0,8,8,8,0,8
3/14/09,41,5,0,0,0,8,8,8,0,8
3/15/09,52,21,0,0,0,8,8,8,0,8
3/16/09,59,24,0,0,0,8,8,8,0,8
3/17/09,66,24,0,0,0,8,8,8,0,8
3/18/09,72,35,0,0,0,8,8,8,0,8
3/19/09,58,29,0,0,0,8,8,8,0,8
3/20/09,42,19,0,0,0,8,8,8,0,8
3/21/09,42,19,0,0,0,8,8,8,0,8
3/22/09,64,30,0,0,0,8,8,8,0,8
3/23/09,60,31,0.11,0,0,8,8,8,0,8
3/24/09,46,37,0.46,0,0,8,8,8,0,8
3/25/09,57,37,1.22,0,0,8,8,8,0,8
3/26/09,39,31,0,0,0,8,8,8,0,8
3/27/09,54,27,0,0,0,8,8,8,0,8
3/28/09,40,23,0,0,0,8,8,8,0,8
3/29/09,34,26,0.25,2,2,8,8,8,0,8
3/30/09,46,21,0,0,0,8,8,8,0,8
3/31/09,49,21,0.14,0,0,8,8,8,0,8
4/1/09,49,34,0.41,0,0,8,8,8,0,8
4/2/09,49,26,0,0,0,8,8,8,0,8
4/3/09,44,28,0,0,0,8,8,8,0,8
4/4/09,48,24,0,0,0,8,8,8,0,8
4/5/09,52,24,0,0,0,8,8,8,0,8
4/6/09,41,30,0,0,0,8,8,8,0,8
4/7/09,46,28,0,0,0,8,8,8,0,8
4/8/09,51,24,0,0,0,8,8,8,0,8
4/9/09,54,24,0,0,0,8,8,8,0,8
4/10/09,57,25,0,0,0,8,8,8,0,8
4/11/09,52,24,0,0,0,8,8,8,0,8
4/12/09,55,24,0,0,0,8,8,8,0,8
4/13/09,58,24,0,0,0,8,8,8,0,8
4/14/09,50,31,0.03,0,0,8,8,8,0,8
4/15/09,60,29,0,0,0,8,8,8,0,8
4/16/09,67,29,0,0,0,8,8,8,0,8
4/17/09,72,29,0,0,0,8,8,8,0,8
4/18/09,75,31,0,0,0,8,8,8,0,8
4/19/09,75,34,0,0,0,8,8,8,0,8
4/20/09,50,39,0.27,0,0,8,8,8,0,8
4/21/09,51,35,0.29,0,0,8,8,8,0,8
4/22/09,49,30,0.09,0,0,8,8,8,0,8
4/23/09,61,35,0,0,0,8,8,8,0,8
4/24/09,68,39,T,0,0,8,8,8,0,8
4/25/09,85,48,T,0,0,8,8,8,0,8
4/26/09,55,41,2.02,0,0,8,8,8,0,8
4/27/09,68,42,0.18,0,0,8,8,8,0,8
4/28/09,65,42,T,0,0,8,8,8,0,8
4/29/09,58,43,0,0,0,8,8,8,0,8
4/30/09,58,46,0.12,0,0,8,8,8,0,8
5/1/09,73,48,0.1,0,0,8,8,8,0,8
5/2/09,60,35,T,0,0,8,8,8,0,8
5/3/09,64,35,0,0,0,8,8,8,0,8
5/4/09,69,36,0,0,0,8,8,8,0,8
5/5/09,73,41,0,0,0,8,8,8,0,8
5/6/09,71,53,0.1,0,0,8,8,8,0,8
5/7/09,74,49,0.61,0,0,8,8,8,0,8
5/8/09,75,45,T,0,0,8,8,8,0,8
5/9/09,77,48,0.75,0,0,8,8,8,0,8
5/10/09,55,37,T,0,0,8,8,8,0,8
5/11/09,59,40,0,0,0,8,8,8,0,8
5/12/09,66,39,0,0,0,8,8,8,0,8
5/13/09,72,46,0.11,0,0,8,8,8,0,8
5/14/09,64,49,3.1,0,0,8,8,8,0,8
5/15/09,66,50,0,0,0,8,8,8,0,8
5/16/09,64,47,0.05,0,0,8,8,8,0,8
5/17/09,57,32,0.01,0,0,8,8,8,0,8
5/18/09,65,33,0,0,0,8,8,8,0,8
5/19/09,66,47,0,0,0,8,8,8,0,8
5/20/09,85,56,0,0,0,8,8,8,0,8
5/21/09,85,63,0,0,0,8,8,8,0,8
5/22/09,80,57,0.1,0,0,8,8,8,0,8
5/23/09,75,56,0,0,0,8,8,8,0,8
5/24/09,74,54,T,0,0,8,8,8,0,8
5/25/09,75,43,0,0,0,8,8,8,0,8
5/26/09,73,51,T,0,0,8,8,8,0,8
5/27/09,73,51,0.07,0,0,8,8,8,0,8
5/28/09,54,51,0.46,0,0,8,8,8,0,8
5/29/09,70,50,T,0,0,8,8,8,0,8
5/30/09,73,49,0.08,0,0,8,8,8,0,8
5/31/09,74,39,T,0,0,8,8,8,0,8
6/1/09,76,45,T,0,0,8,8,8,0,8
6/2/09,78,44,0,0,0,8,8,8,0,8
6/3/09,68,47,0,0,0,8,8,8,0,8
6/4/09,71,41,0,0,0,8,8,8,0,8
6/5/09,74,44,0,0,0,8,8,8,0,8
6/6/09,79,50,0,0,0,8,8,8,0,8
6/7/09,56,49,0.05,0,0,8,8,8,0,8
6/8/09,62,50,2.46,0,0,8,8,8,0,8
6/9/09,66,53,0.1,0,0,8,8,8,0,8
6/10/09,68,53,T,0,0,8,8,8,0,8
6/11/09,75,52,0,0,0,8,8,8,0,8
6/12/09,75,51,0,0,0,8,8,8,0,8
6/13/09,76,56,0.25,0,0,8,8,8,0,8
6/14/09,75,51,T,0,0,8,8,8,0,8
6/15/09,82,54,0,0,0,8,8,8,0,8
6/16/09,82,60,0,0,0,8,8,8,0,8
6/17/09,77,60,0.37,0,0,8,8,8,0,8
6/18/09,78,61,0.05,0,0,8,8,8,0,8
6/19/09,85,65,0.7,0,0,8,8,8,0,8
6/20/09,85,66,0.27,0,0,8,8,8,0,8
6/21/09,86,64,0,0,0,8,8,8,0,8
6/22/09,84,64,0.07,0,0,8,8,8,0,8
6/23/09,90,66,0,0,0,8,8,8,0,8
6/24/09,96,66,0,0,0,8,8,8,0,8
6/25/09,91,67,0,0,0,8,8,8,0,8
6/26/09,90,61,0,0,0,8,8,8,0,8
6/27/09,87,60,0,0,0,8,8,8,0,8
6/28/09,87,63,0.04,0,0,8,8,8,0,8
6/29/09,79,60,0,0,0,8,8,8,0,8
6/30/09,72,59,T,0,0,8,8,8,0,8
7/1/09,64,53,0.11,0,0,8,8,8,0,8
7/2/09,63,54,T,0,0,8,8,8,0,8
7/3/09,72,59,0,0,0,8,8,8,0,8
7/4/09,77,59,0,0,0,8,8,8,0,8
7/5/09,78,55,0,0,0,8,8,8,0,8
7/6/09,82,52,0,0,0,8,8,8,0,8
7/7/09,82,51,0,0,0,8,8,8,0,8
7/8/09,82,57,T,0,0,8,8,8,0,8
7/9/09,71,47,0.07,0,0,8,8,8,0,8
7/10/09,80,54,0.16,0,0,8,8,8,0,8
7/11/09,82,60,0.19,0,0,8,8,8,0,8
7/12/09,79,47,0,0,0,8,8,8,0,8
7/13/09,80,56,0,0,0,8,8,8,0,8
7/14/09,81,54,0,0,0,8,8,8,0,8
7/15/09,77,61,0.12,0,0,8,8,8,0,8
7/16/09,80,54,0,0,0,8,8,8,0,8
7/17/09,76,57,0,0,0,8,8,8,0,8
7/18/09,64,52,0.05,0,0,8,8,8,0,8
7/19/09,66,56,0,0,0,8,8,8,0,8
7/20/09,74,45,0,0,0,8,8,8,0,8
7/21/09,79,51,0,0,0,8,8,8,0,8
7/22/09,74,60,1.06,0,0,8,8,8,0,8
7/23/09,78,56,0,0,0,8,8,8,0,8
7/24/09,80,54,0.1,0,0,8,8,8,0,8
7/25/09,74,55,0.25,0,0,8,8,8,0,8
7/26/09,76,59,0.05,0,0,8,8,8,0,8
7/27/09,80,58,0,0,0,8,8,8,0,8
7/28/09,84,60,T,0,0,8,8,8,0,8
7/29/09,78,49,0,0,0,8,8,8,0,8
7/30/09,77,52,0.05,0,0,8,8,8,0,8
7/31/09,74,50,0.31,0,0,8,8,8,0,8
8/1/09,79,56,0,0,0,8,8,8,0,8
8/2/09,74,50,0,0,0,8,8,8,0,8
8/3/09,79,63,0.1,0,0,8,8,8,0,8
8/4/09,85,57,0,0,0,8,8,8,0,8
8/5/09,80,49,0,0,0,8,8,8,0,8
8/6/09,78,52,0,0,0,8,8,8,0,8
8/7/09,80,55,0,0,0,8,8,8,0,8
8/8/09,72,63,0.48,0,0,8,8,8,0,8
8/9/09,88,69,1.22,0,0,8,8,8,0,8
8/10/09,88,66,0.08,0,0,8,8,8,0,8
8/11/09,83,59,0,0,0,8,8,8,0,8
8/12/09,81,55,0,0,0,8,8,8,0,8
8/13/09,84,55,0,0,0,8,8,8,0,8
8/14/09,85,57,0,0,0,8,8,8,0,8
8/15/09,89,57,0,0,0,8,8,8,0,8
8/16/09,87,67,T,0,0,8,8,8,0,8
8/17/09,83,64,0.07,0,0,8,8,8,0,8
8/18/09,79,60,0.41,0,0,8,8,8,0,8
8/19/09,77,52,0,0,0,8,8,8,0,8
8/20/09,79,52,0.18,0,0,8,8,8,0,8
8/21/09,75,61,0.15,0,0,8,8,8,0,8
8/22/09,75,47,0.08,0,0,8,8,8,0,8
8/23/09,73,47,0,0,0,8,8,8,0,8
8/24/09,76,48,0,0,0,8,8,8,0,8
8/25/09,80,51,0,0,0,8,8,8,0,8
8/26/09,80,61,0.14,0,0,8,8,8,0,8
8/27/09,76,57,0.04,0,0,8,8,8,0,8
8/28/09,67,53,0.05,0,0,8,8,8,0,8
8/29/09,75,54,0.48,0,0,8,8,8,0,8
8/30/09,61,48,0.05,0,0,8,8,8,0,8
8/31/09,66,39,0,0,0,8,8,8,0,8
9/1/09,71,41,0,0,0,8,8,8,0,8
9/2/09,75,41,0,0,0,8,8,8,0,8
9/3/09,76,43,0,0,0,8,8,8,0,8
9/4/09,77,43,0,0,0,8,8,8,0,8
9/5/09,79,45,0,0,0,8,8,8,0,8
9/6/09,80,46,0,0,0,8,8,8,0,8
9/7/09,82,46,0,0,0,8,8,8,0,8
9/8/09,81,46,0,0,0,8,8,8,0,8
9/9/09,82,47,0,0,0,8,8,8,0,8
9/10/09,81,50,0,0,0,8,8,8,0,8
9/11/09,84,52,0,0,0,8,8,8,0,8
9/12/09,84,50,0,0,0,8,8,8,0,8
9/13/09,82,47,0,0,0,8,8,8,0,8
9/14/09,83,51,0,0,0,8,8,8,0,8
9/15/09,84,52,0,0,0,8,8,8,0,8
9/16/09,84,52,0,0,0,8,8,8,0,8
9/17/09,75,41,0,0,0,8,8,8,0,8
9/18/09,75,42,0,0,0,8,8,8,0,8
9/19/09,81,50,0,0,0,8,8,8,0,8
9/20/09,78,46,0,0,0,8,8,8,0,8
9/21/09,75,46,0.11,0,0,8,8,8,0,8
9/22/09,73,57,T,0,0,8,8,8,0,8
9/23/09,70,61,1.3,0,0,8,8,8,0,8
9/24/09,78,57,0,0,0,8,8,8,0,8
9/25/09,76,59,T,0,0,8,8,8,0,8
9/26/09,70,57,0.13,0,0,8,8,8,0,8
9/27/09,71,49,0,0,0,8,8,8,0,8
9/28/09,72,47,0.18,0,0,8,8,8,0,8
9/29/09,59,45,0,0,0,8,8,8,0,8
9/30/09,56,33,0,0,0,8,8,8,0,8
10/1/09,61,33,0,0,0,8,8,8,0,8
10/2/09,56,40,0.74,0,0,8,8,8,0,8
10/3/09,52,44,0.14,0,0,8,8,8,0,8
10/4/09,52,46,T,0,0,8,8,8,0,8
10/5/09,55,42,0,0,0,8,8,8,0,8
10/6/09,59,41,0.22,0,0,8,8,8,0,8
10/7/09,57,42,0.18,0,0,8,8,8,0,8
10/8/09,61,41,0,0,0,8,8,8,0,8
10/9/09,51,40,0,0,0,8,8,8,0,8
10/10/09,49,26,0,0,0,8,8,8,0,8
10/11/09,43,22,0,0,0,8,8,8,0,8
10/12/09,45,21,0,0,0,8,8,8,0,8
10/13/09,44,30,T,0,0,8,8,8,0,8
10/14/09,46,30,0.07,0,0,8,8,8,0,8
10/15/09,46,38,0.05,0,0,8,8,8,0,8
10/16/09,41,30,0.19,0,0,8,8,8,0,8
10/17/09,45,26,0,0,0,8,8,8,0,8
10/18/09,46,25,0,0,0,8,8,8,0,8
10/19/09,57,31,0,0,0,8,8,8,0,8
10/20/09,67,42,0,0,0,8,8,8,0,8
10/21/09,54,42,0.2,0,0,8,8,8,0,8
10/22/09,72,42,0.38,0,0,8,8,8,0,8
10/23/09,43,40,1.02,0,0,8,8,8,0,8
10/24/09,47,36,0.56,0,0,8,8,8,0,8
10/25/09,53,37,T,0,0,8,8,8,0,8
10/26/09,61,37,0.05,0,0,8,8,8,0,8
10/27/09,48,33,0.17,0,0,8,8,8,0,8
10/28/09,55,31,0,0,0,8,8,8,0,8
10/29/09,55,39,0,0,0,8,8,8,0,8
10/30/09,61,51,1.14,0,0,8,8,8,0,8
10/31/09,67,38,T,0,0,8,8,8,0,8
11/1/09,42,27,0,0,0,8,8,8,0,8
11/2/09,55,33,T,0,0,8,8,8,0,8
11/3/09,55,27,0,0,0,8,8,8,0,8
11/4/09,55,27,0,0,0,8,8,8,0,8
11/5/09,46,29,0,0,0,8,8,8,0,8
11/6/09,53,29,0,0,0,8,8,8,0,8
11/7/09,64,46,0,0,0,8,8,8,0,8
11/8/09,72,32,0,0,0,8,8,8,0,8
11/9/09,72,32,0,0,0,8,8,8,0,8
11/10/09,60,32,0,0,0,8,8,8,0,8
11/11/09,61,23,0,0,0,8,8,8,0,8
11/12/09,61,23,0,0,0,8,8,8,0,8
11/13/09,53,28,0,0,0,8,8,8,0,8
11/14/09,57,41,0,0,0,8,8,8,0,8
11/15/09,57,33,0,0,0,8,8,8,0,8
11/16/09,47,26,0,0,0,8,8,8,0,8
11/17/09,46,28,0,0,0,8,8,8,0,8
11/18/09,50,28,0.05,0,0,8,8,8,0,8
11/19/09,50,28,0.13,0,0,8,8,8,0,8
11/20/09,45,39,0.14,0,0,8,8,8,0,8
11/21/09,53,29,0,0,0,8,8,8,0,8
11/22/09,52,29,0,0,0,8,8,8,0,8
11/23/09,59,35,0,0,0,8,8,8,0,8
11/24/09,59,35,0,0,0,8,8,8,0,8
11/25/09,48,44,0.35,0,0,8,8,8,0,8
11/26/09,46,35,0.51,0,0,8,8,8,0,8
11/27/09,37,26,0,0,0,8,8,8,0,8
11/28/09,41,26,0,0,0,8,8,8,0,8
11/29/09,54,27,0,0,0,8,8,8,0,8
11/30/09,38,33,0,0,0,8,8,8,0,8
12/1/09,42,27,0,0,0,8,8,8,0,8
12/2/09,52,27,0,0,0,8,8,8,0,8
12/3/09,37,30,0,0,0,8,8,8,0,8
12/4/09,31,22,T,T,T,8,8,8,0,8
12/5/09,22,18,T,T,T,8,8,8,0,8
12/6/09,33,21,0,0,0,8,8,8,0,8
12/7/09,35,20,0.06,1,1,8,8,8,0,8
12/8/09,29,14,0.03,1,1,8,8,8,0,8
12/9/09,32,22,1.11,11,11,8,8,8,0,8
12/10/09,32,-3,0.05,1,12,8,8,8,0,8
12/11/09,9,-6,0,0,12,8,8,8,0,8
12/12/09,19,-7,0,0,11,8,8,8,0,8
12/13/09,32,0,T,T,8,8,8,8,0,8
12/14/09,32,29,T,T,7,8,8,8,0,8
12/15/09,32,4,0.1,1,8,8,8,8,0,8
12/16/09,32,-1,0,0,8,8,8,8,0,8
12/17/09,17,-4,0,0,8,8,8,8,0,8
